name,formatted_address,電話,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
允成汽車保養廠,721台灣台南市麻豆區民生路23-4號,06 571 5651,,,,,,,,,,,,,,,,,,,,,,,
元益汽車有限公司新市廠,74442台灣台南市新市區中山路209號,06 599 3728,,,,,,,,,,,,,,,,,,,,,,,
台南 億祥汽車修護廠/南區/灣裡/萬年附近,702台灣台南市南區明興路1097號,06 262 8523,,,,,,,,,,,,,,,,,,,,,,,
台南 SUM東峻汽車保修廠,721台灣台南市麻豆區新生北路321號,0911 731 123,,,,,,,,,,,,,,,,,,,,,,,
台南新營 高銘輪胎行 U.S.A HUNTER 定位 底盤維修,73061台灣台南市新營區新進路二段357之1號,06 656 8989,,,,,,,,,,,,,,,,,,,,,,,
台南親親車業,724台灣台南市七股區台南 市 七 股 區 62 號,06 789 2573,,,,,,,,,,,,,,,,,,,,,,,
台新汽車,730台灣台南市新營區復興路507號,06 656 9652,,,,,,,,,,,,,,,,,,,,,,,
正忠汽車保養廠,722台灣台南市佳里區成功路168號,06 721 1200,,,,,,,,,,,,,,,,,,,,,,,
永益汽車保養中心,724台灣台南市七股區玉成5之4號,06 787 3587,,,,,,,,,,,,,,,,,,,,,,,
永順汽車電機保養廠,744台灣台南市新市區社內59-10號,06 589 9781,,,,,,,,,,,,,,,,,,,,,,,
永興汽車修配廠,741台灣台南市善化區興農路158號,06 581 9874,,,,,,,,,,,,,,,,,,,,,,,
田成車業,709台灣台南市安南區長溪路三段364號,06 246 7755,,,,,,,,,,,,,,,,,,,,,,,
立人汽車修配所,717台灣台南市仁德區文賢路一段28號,06 266 5634,,,,,,,,,,,,,,,,,,,,,,,
宏易電機修理所,711台灣台南市歸仁區中正北路一段92號,06 230 4049,,,,,,,,,,,,,,,,,,,,,,,
玖晟汽車保修聯盟 南科店,744台灣台南市新市區14 3 之 1 7 號,06 599 1117,,,,,,,,,,,,,,,,,,,,,,,
車之輪汽車百貨-歸仁門市,711台灣台南市歸仁區中山路666號,06 230 9358,,,,,,,,,,,,,,,,,,,,,,,
車手汽車輪胎保養廠-德國馬牌輪胎,741台灣台南市善化區三民路14-18號,06 581 8197,,,,,,,,,,,,,,,,,,,,,,,
車無限 精品 改裝工坊,712台灣台南市新化區復興路171號手機 0918170957,06 590 6917,,,,,,,,,,,,,,,,,,,,,,,
邦彥車業,710台灣台南市永康區小東路669號,06 311 3881,,,,,,,,,,,,,,,,,,,,,,,
協峰車業,741台灣台南市善化區成功路186巷6號,06 583 6145,,,,,,,,,,,,,,,,,,,,,,,
和展汽車修護廠,718台灣台南市關廟區中正路689號,06 595 8775,,,,,,,,,,,,,,,,,,,,,,,
坤漢企業行,736台灣台南市柳營區柳營路一段338號,06 622 1860,,,,,,,,,,,,,,,,,,,,,,,
尚昇汽車保修廠,730台灣台南市新營區東山三路121號,06 635 0360,,,,,,,,,,,,,,,,,,,,,,,
昇聯汽車保養廠,709台灣台南市安南區仁安一街207巷15號,06 255 0343,,,,,,,,,,,,,,,,,,,,,,,
昌群汽車修復廠,735台灣台南市下營區裕農街18號,06 679 2228,,,,,,,,,,,,,,,,,,,,,,,
明通汽車修護廠,710台灣台南市永康區崑大路263號,06 272 6217,,,,,,,,,,,,,,,,,,,,,,,
明億汽車修配保養廠,717台灣台南市仁德區中正路一段91號,06 266 5387,,,,,,,,,,,,,,,,,,,,,,,
欣興汽車修護廠,721台灣台南市麻豆區建南街170號,06 572 1643,,,,,,,,,,,,,,,,,,,,,,,
信晟汽車維修工作室,709台灣台南市安南區海環街528號,06 250 3459,,,,,,,,,,,,,,,,,,,,,,,
柳營阿明汽車修護,736台灣台南市柳營區東南五街22號,0932 777 642,,,,,,,,,,,,,,,,,,,,,,,
益弘輪胎行,741台灣台南市善化區183,06 583 9729,,,,,,,,,,,,,,,,,,,,,,,
高豐汽車保修廠,731台灣台南市後壁區198 號,06 637 2686,,,,,,,,,,,,,,,,,,,,,,,
叄鎰汽車保養場,717台灣台南市仁德區民安路一段,06 336 9969,,,,,,,,,,,,,,,,,,,,,,,
捷元汽車保養廠,745台灣台南市安定區港南里港口1之62號,0985 967 188,,,,,,,,,,,,,,,,,,,,,,,
陸勝車業,71150台灣台南市歸仁區中正南路三段290號,06 278 3119,,,,,,,,,,,,,,,,,,,,,,,
麻豆隼鑫車業,721台灣台南市麻豆區新生北路676號,06 571 5318,,,,,,,,,,,,,,,,,,,,,,,
麻春輪胎行,721台灣台南市麻豆區新生北路668號,06 572 0068,,,,,,,,,,,,,,,,,,,,,,,
勝群汽車專業改裝保養廠,701台灣台南市東區崇德二十街5號,0935 516 202,,,,,,,,,,,,,,,,,,,,,,,
善化汽車修配所,741台灣台南市善化區中正路202號,06 583 6169,,,,,,,,,,,,,,,,,,,,,,,
棋勝汽車修護廠,74553台灣台南市安定區新吉125之4號,06 593 0288,,,,,,,,,,,,,,,,,,,,,,,
翔雲車業輪胎,730台灣台南市新營區長榮路一段531號,06 637 5077,,,,,,,,,,,,,,,,,,,,,,,
詠舜汽車,717台灣台南市仁德區保安路二段621號,06 266 1527,,,,,,,,,,,,,,,,,,,,,,,
詠輝車業,710台灣台南市永康區民族路139號,06 271 9437,,,,,,,,,,,,,,,,,,,,,,,
隆田汽車保養廠,720台灣台南市官田區中華路二段118號,06 579 1204,,,,,,,,,,,,,,,,,,,,,,,
隆溢汽車保養廠,745台灣台南市安定區新吉里,0937 663 559,,,,,,,,,,,,,,,,,,,,,,,
順益汽車新營營業所,730台灣台南市新營區復興路549-1號,06 656 2711,,,,,,,,,,,,,,,,,,,,,,,
新進汽車修配所,730台灣台南市新營區開元路9號,06 632 4281,,,,,,,,,,,,,,,,,,,,,,,
煌成汽車修配場,723台灣台南市西港區中山路119-2號,06 795 3562,,,,,,,,,,,,,,,,,,,,,,,
義興汽車行,721台灣台南市麻豆區中正路59之2號,06 572 0029,,,,,,,,,,,,,,,,,,,,,,,
路馳揚安定店-瑞東汽車保養廠,745台灣台南市安定區安加村258-41號,06 592 3294,,,,,,,,,,,,,,,,,,,,,,,
雋弘國際汽車,730台灣台南市新營區長榮路一段353號,0918 129 007,,,,,,,,,,,,,,,,,,,,,,,
彰益汽車修車,721台灣台南市麻豆區1之13號,06 572 1525,,,,,,,,,,,,,,,,,,,,,,,
福克車燈改裝 車燈維修 配件安裝,721台灣台南市麻豆區油車里37-1號,0989 505 413,,,,,,,,,,,,,,,,,,,,,,,
福特汽車,730台灣台南市新營區復興路683號,06 656 9858,,,,,,,,,,,,,,,,,,,,,,,
賓峰修理廠,744台灣台南市新市區民族路145號,06 599 2573,,,,,,,,,,,,,,,,,,,,,,,
賓富汽車,709台灣台南市安南區海尾路352之1號,06 245 7519,,,,,,,,,,,,,,,,,,,,,,,
領先汽車實業,730台灣台南市新營區復興路1129之1號,06 652 6700,,,,,,,,,,,,,,,,,,,,,,,
德國馬牌輪胎BestDrive旗艦店 _ 昌奕輪胎有限公司,704台灣台南市北區文賢路760號1樓,06 259 2631,,,,,,,,,,,,,,,,,,,,,,,
德發盛汽車修護廠,711台灣台南市歸仁區大順街150號,06 330 7045,,,,,,,,,,,,,,,,,,,,,,,
璋達汽車修理所,737台灣台南市鹽水區忠孝路23號,06 652 4689,,,,,,,,,,,,,,,,,,,,,,,
興國汽車修配廠,721台灣台南市麻豆區興國路66號,06 571 8208,,,,,,,,,,,,,,,,,,,,,,,
龍昇汽車修配所,71243台灣台南市新化區中山路31之1號,06 590 3796,,,,,,,,,,,,,,,,,,,,,,,
龍勝汽車保養廠,709台灣台南市安南區海佃路二段607之1號,06 247 1278,,,,,,,,,,,,,,,,,,,,,,,
優銓汽車 保養廠 輪胎行,745台灣台南市安定區港南里1 之 89 號,06 593 9260,,,,,,,,,,,,,,,,,,,,,,,
賽揚國際,717台灣台南市仁德區保安路一段59-9號,0986 005 554,,,,,,,,,,,,,,,,,,,,,,,
鴻禎汽車修護廠,718台灣台南市關廟區南雄路二段482號,0937 363 794,,,,,,,,,,,,,,,,,,,,,,,
鴻慶汽車維修場,735台灣台南市下營區中 營 290-6 號,06 689 7227,,,,,,,,,,,,,,,,,,,,,,,
豐鳴汽車保養廠,712台灣台南市新化區大新路6號,06 598 2509,,,,,,,,,,,,,,,,,,,,,,,
關廟廣興汽車修配廠,718台灣台南市關廟區中山路二段207號,06 595 4423,,,,,,,,,,,,,,,,,,,,,,,
ACDelco健鈺汽車保養廠-學甲,726台灣台南市學甲區自強路18號,06 783 2283,,,,,,,,,,,,,,,,,,,,,,,
ACDelco無限汽車保養廠-永康,710台灣台南市永康區中正一街102號,06 243 3560,,,,,,,,,,,,,,,,,,,,,,,
ACDelco新埔汽車保養廠-關廟,718台灣台南市關廟區南雄路二段483號,06 596 7118,,,,,,,,,,,,,,,,,,,,,,,
DFSK東風穩發-台南新營-大豐汽車,730台灣台南市新營區開元路86-1號,06 632 9111,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 和悅汽車,722台灣台南市佳里區佳東路77號,06 723 2966,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 翔富汽車,745台灣台南市安定區15-3號,06 592 2727,,,,,,,,,,,,,,,,,,,,,,,
J-WORKS新裕自動車,721台灣台南市麻豆區謝安里謝厝寮236號,06 571 8118,,,,,,,,,,,,,,,,,,,,,,,
MAXXIS瑪吉斯 - 志和輪胎行,722台灣台南市佳里區佳北路478號,06 722 8373,,,,,,,,,,,,,,,,,,,,,,,
MAXXIS瑪吉斯 - 慶豐輪胎行,745台灣台南市安定區5號,06 593 3545,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-勝弘店,721台灣台南市麻豆區新生南路546號,06 571 0395,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-華陽店,730台灣台南市新營區民治路184號,06 656 9268,,,,,,,,,,,,,,,,,,,,,,,
SUM弘達汽車保養廠,730台灣台南市新營區民族路60號730台灣台南市新營區23°19'10. 120°19'16. No. 民族路330巷,06 635 8800,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,718台灣台南市關廟區中山路一段306號,06 596 5480,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,741台灣台南市善化區興農路164號,06 581 9236,,,,,,,,,,,,,,,,,,,,,,,
SUM車易購優質車商聯盟,734台灣台南市六甲區143號,06 698 0999,,,,,,,,,,,,,,,,,,,,,,,
SUM車讚汽車,730台灣台南市新營區長榮路一段380號,06 637 9019,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,722台灣台南市佳里區1之11號,06 726 2662,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,722台灣台南市佳里區鎮山94之72號,06 722 8975,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,730台灣台南市新營區復興路383號,06 656 6031,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,730台灣台南市新營區復興路572號,06 656 5868,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,730台灣台南市新營區長榮路一段368號,06 637 7677,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,730台灣台南市新營區長榮路一段500號,06 632 0646,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,730台灣台南市新營區長榮路二段1092號,06 656 2585,,,,,,,,,,,,,,,,,,,,,,,
WS遇見光-魚眼專家,710台灣台南市永康區中山北路691號,0975 386 856,,,,,,,,,,,,,,,,,,,,,,,
ㄚ保修車廠,720台灣台南市官田區縱貫公路,,,,,,,,,,,,,,,,,,,,,,,,
巴赫車廠,814台灣高雄市仁武區八德一路89號,,,,,,,,,,,,,,,,,,,,,,,,
竹田遙控車場,911台灣屏東縣竹田鄉911,,,,,,,,,,,,,,,,,,,,,,,,
阿龍車廠,"號, No. 105竹門巷仁武區高雄市台灣 814",,,,,,,,,,,,,,,,,,,,,,,,
財仔修車廠,832台灣高雄市林園區中厝里,,,,,,,,,,,,,,,,,,,,,,,,
偉華汽車行,807台灣高雄市三民區聯興路69之1號,,,,,,,,,,,,,,,,,,,,,,,,
電力飄飄車,926台灣屏東縣南州鄉永安路1號,,,,,,,,,,,,,,,,,,,,,,,,
銀通汽車保養廠,821台灣高雄市路竹區大仁路709號,,,,,,,,,,,,,,,,,,,,,,,,
Js車坊,900台灣屏東縣屏東市華山里,,,,,,,,,,,,,,,,,,,,,,,,
八百屋汽車生活館,928台灣屏東縣東港鎮船頭路25之12號,08 833 8433,,,,,,,,,,,,,,,,,,,,,,,
三禾汽車,928台灣屏東縣東港鎮船頭路25-307號,0933 603 253,,,,,,,,,,,,,,,,,,,,,,,
上士汽車修護廠,926台灣屏東縣新埤鄉新中路65-1號,0929 622 530,,,,,,,,,,,,,,,,,,,,,,,
大世界汽車保修站-楠梓店,811台灣高雄市楠梓區加仁路79之1號,07 360 3456,,,,,,,,,,,,,,,,,,,,,,,
大吉汽車企業股份有限公司,820台灣高雄市岡山區本工西二路12號,07 623 6097,,,,,,,,,,,,,,,,,,,,,,,
大發汽車-SUM優質車商聯盟,832台灣高雄市林園區沿海路三段1號,0918 575 046,,,,,,,,,,,,,,,,,,,,,,,
大豐汽車電機行,822台灣高雄市阿蓮區忠孝路395號,07 631 6589,,,,,,,,,,,,,,,,,,,,,,,
中華汽車電氣行,920台灣屏東縣潮州鎮永安路3號,08 788 7301,,,,,,,,,,,,,,,,,,,,,,,
仁愛汽車精品店,950台灣台東縣台東市仁愛街47號,08 934 3355,,,,,,,,,,,,,,,,,,,,,,,
允峰輪胎行,"號, No. 422林森路二段虎尾鎮雲林縣台灣 632",05 633 8318,,,,,,,,,,,,,,,,,,,,,,,
天誠專業保養廠,928台灣屏東縣東港鎮大鵬路183號,08 835 0638,,,,,,,,,,,,,,,,,,,,,,,
太豐源車業,920台灣屏東縣潮州鎮潮州路721號之 1 號,0978 753 054,,,,,,,,,,,,,,,,,,,,,,,
心車保修聯盟-吉利廠,932台灣屏東縣新園鄉臥龍路567-20 號,08 835 3869,,,,,,,,,,,,,,,,,,,,,,,
王瑞恭,920台灣屏東縣潮州鎮介壽路166號,08 789 6320,,,,,,,,,,,,,,,,,,,,,,,
台東佳良汽車精品百貨,950台灣台東縣台東市中興路一段390號,08 923 9959,,,,,,,,,,,,,,,,,,,,,,,
巨光輪胎行,928台灣屏東縣東港鎮沿海路361號,08 832 2668,,,,,,,,,,,,,,,,,,,,,,,
永全汽車股份有限公司,717台灣仁德區中山路12號,06 270 2570,,,,,,,,,,,,,,,,,,,,,,,
永和汽車材料行,928台灣屏東縣東港鎮興東路115號,08 832 5456,,,,,,,,,,,,,,,,,,,,,,,
永固汽車修護保養廠,931台灣屏東縣佳冬鄉佳冬鄉佳冬段894號,08 866 8526,,,,,,,,,,,,,,,,,,,,,,,
永信汽車修配廠 -24小時汽車拖吊、道路救援、柴油車環保黑煙代檢,950台灣台東縣台東市更生路886巷68號,08 922 3058,,,,,,,,,,,,,,,,,,,,,,,
永順昌 SUM汽車保修聯盟,821台灣高雄市路竹區中山路1309號,07 696 8896,,,,,,,,,,,,,,,,,,,,,,,
立興汽車保養廠,822台灣高雄市阿蓮區峰北路29-3號,07 631 0707,,,,,,,,,,,,,,,,,,,,,,,
全一車業行,950台灣台東縣台東市新生路213號,08 932 6529,,,,,,,,,,,,,,,,,,,,,,,
全弘汽車修理廠鈑金烤漆引擎快速修復,813台灣高雄市左營區民族一路1205-2號,0937 473 380,,,,,,,,,,,,,,,,,,,,,,,
全誠汽車,973台灣花蓮縣吉安鄉建國路二段68號,03 846 5872,,,,,,,,,,,,,,,,,,,,,,,
全輪車業,"號, No. 54東里十街吉安鄉花蓮縣台灣 973",0912 469 617,,,,,,,,,,,,,,,,,,,,,,,
名成汽車保養場,931台灣屏東縣佳冬鄉西部濱海公路165號,08 866 8818,,,,,,,,,,,,,,,,,,,,,,,
宇順車業有限公司-拖吊車車體製造、汽車拖吊、24小時道路救援,821台灣高雄市路竹區環球路457號,07 696 2377,,,,,,,,,,,,,,,,,,,,,,,
安昇汽車修護,821台灣高雄市路竹區大仁路70號,07 697 5172,,,,,,,,,,,,,,,,,,,,,,,
旭美汽車材料行,726台灣學甲區寶發路142號寶發路142號,06 783 9269,,,,,,,,,,,,,,,,,,,,,,,
有福車業有限公司,913台灣屏東縣萬丹鄉西環路586號,08 777 8131,,,,,,,,,,,,,,,,,,,,,,,
宏信汽車保養廠,832台灣高雄市林園區沿海路三段102號,07 643 3937,,,,,,,,,,,,,,,,,,,,,,,
宏益汽車,928台灣屏東縣東港鎮興東四街147號,08 832 5307,,,,,,,,,,,,,,,,,,,,,,,
宏盛汽車電機行,923台灣屏東縣萬巒鄉富興路47-17號,08 783 3697,,,,,,,,,,,,,,,,,,,,,,,
宏德汽車保養場,829台灣高雄市湖內區環球路738號,07 693 4118,,,,,,,,,,,,,,,,,,,,,,,
沅昌汽車實業有限公司,711台灣歸仁區中山路一段232號,06 338 6556,,,,,,,,,,,,,,,,,,,,,,,
車之輪汽車百貨岡山門市-附設自助洗車場,820台灣高雄市岡山區岡山北路26號號,07 624 5886,,,,,,,,,,,,,,,,,,,,,,,
協同汽車保養廠,920台灣屏東縣潮州鎮介壽路276號,08 780 1387,,,,,,,,,,,,,,,,,,,,,,,
和宏汽車有限公司（代檢廠）,821台灣高雄市路竹區大仁路841號,07 697 0657,,,,,,,,,,,,,,,,,,,,,,,
和鋒國際汽車,920台灣屏東縣潮州鎮光復路255-1號,08 789 3213,,,,,,,,,,,,,,,,,,,,,,,
杰格瑞貿易有限公司,815台灣高雄市大社區鹽埕巷15-7號,07 355 3718,,,,,,,,,,,,,,,,,,,,,,,
東泰汽車自動變速箱維修廠,920台灣屏東縣潮州鎮四維路570號920,08 780 1014,,,,,,,,,,,,,,,,,,,,,,,
金燁汽車,"號, No. 93東閔路南投市南投縣台灣 540",04 9231 6207,,,,,,,,,,,,,,,,,,,,,,,
俊宏車業(旗艦店),81163台灣高雄市楠梓區興楠路33號,07 352 8584,,,,,,,,,,,,,,,,,,,,,,,
俊業車業,950台灣台東縣台東市中華路三段293號,08 931 0311,,,,,,,,,,,,,,,,,,,,,,,
保五汽車代檢廠,820台灣高雄市岡山區碧紅街179號,07 621 6777,,,,,,,,,,,,,,,,,,,,,,,
保成汽車企業社,820台灣高雄市岡山區前和路3號,07 625 9281,,,,,,,,,,,,,,,,,,,,,,,
信昇車業,940台灣屏東縣枋寮鄉中華路10號,0917 659 516,,,,,,,,,,,,,,,,,,,,,,,
信義汽車修理廠,912台灣屏東縣內埔鄉南寧路458號,08 779 2115,,,,,,,,,,,,,,,,,,,,,,,
南利車業商行,920台灣屏東縣潮州鎮光華路66號,08 789 4011,,,,,,,,,,,,,,,,,,,,,,,
南昌汽車企業社,928台灣屏東縣東港鎮新興二街65巷41號,08 833 8629,,,,,,,,,,,,,,,,,,,,,,,
南昌汽車保修-齊健廠,928台灣屏東縣東港鎮光復路一段66號號,08 833 9977,,,,,,,,,,,,,,,,,,,,,,,
南華汽車電機行(南華企業行),900台灣屏東縣屏東市自立路245之1號,08 723 4568,,,,,,,,,,,,,,,,,,,,,,,
南興中鴻汽車音響,920台灣屏東縣潮州鎮延平路326號,08 788 8755,,,,,,,,,,,,,,,,,,,,,,,
威力夥伴車業,"號, No. 11南京路鳳山區高雄市台灣 830",07 766 1681,,,,,,,,,,,,,,,,,,,,,,,
建大輪胎-詠全輪胎行,85244台灣高雄市茄萣區濱海路三段170-55號,0937 360 441,,,,,,,,,,,,,,,,,,,,,,,
建國車業,"號, No. 864博愛路二段西區嘉義市台灣 600",05 285 8983,,,,,,,,,,,,,,,,,,,,,,,
星光汽車電機行,973台灣花蓮縣吉安鄉自強路494號,03 856 5358,,,,,,,,,,,,,,,,,,,,,,,
昶達汽車保養廠,811台灣高雄市楠梓區錦屏街28-1號,07 361 9655,,,,,,,,,,,,,,,,,,,,,,,
柳橋汽車保養廠,820台灣高雄市岡山區柳橋東路60號,07 623 4728,,,,,,,,,,,,,,,,,,,,,,,
茂豐汽車冷氣行,940台灣屏東縣枋寮鄉臨海路272號940,08 871 3875,,,,,,,,,,,,,,,,,,,,,,,
娜魯灣通運股份有限公司,950台灣台東縣台東市四維路三段152之5號,08 923 5000,,,,,,,,,,,,,,,,,,,,,,,
振興大車配修廠,831台灣高雄市大寮區會結路37號之 1 號,07 788 3912,,,,,,,,,,,,,,,,,,,,,,,
晉泰汽車企業,928台灣屏東縣東港鎮沿海路68號,08 789 6091,,,,,,,,,,,,,,,,,,,,,,,
特區國際車業,"號, No. 1342北港路西區嘉義市台灣 600",05 238 7755,,,,,,,,,,,,,,,,,,,,,,,
珮瑜汽車修護,807台灣高雄市三民區建工路276號,0970 255 866,,,,,,,,,,,,,,,,,,,,,,,
益升汽車保養廠,821台灣高雄市路竹區環球路77之3號,07 695 2490,,,,,,,,,,,,,,,,,,,,,,,
益勝汽車材料行,722台灣佳里區延平路498巷7號,06 723 0929,,,,,,,,,,,,,,,,,,,,,,,
高英汽車保養廠（鈑金、防鏽）,821台灣高雄市路竹區大公路361之3號,07 698 2307,,,,,,,,,,,,,,,,,,,,,,,
高峰汽車,822台灣高雄市阿蓮區中正路241之1號,07 631 9328,,,,,,,,,,,,,,,,,,,,,,,
高登車體塗裝藝術股份有限公司-特斯拉南區授權板噴中心,811台灣高雄市仁武區高楠公路96-10號,07 347 7618,,,,,,,,,,,,,,,,,,,,,,,
高橋車業,814台灣高雄市仁武區仁心路234-3號,0929 540 855,,,,,,,,,,,,,,,,,,,,,,,
清中汽車保養廠,924台灣屏東縣崁頂鄉南州路136號,08 864 4095,,,,,,,,,,,,,,,,,,,,,,,
第一車業,940台灣屏東縣枋寮鄉中山路二段251號,08 871 1165,,,,,,,,,,,,,,,,,,,,,,,
莫林車電廠,81163台灣高雄市楠梓區興楠路3號,07 353 3383,,,,,,,,,,,,,,,,,,,,,,,
勝發車行,912台灣屏東縣內埔鄉自強路7號,08 779 0384,,,,,,,,,,,,,,,,,,,,,,,
揚勝汽車材料行,928台灣屏東縣東港鎮水源三街19號,08 832 1480,,,,,,,,,,,,,,,,,,,,,,,
發義汽車修配所,730台灣新營區開元路171號,06 633 7860,,,,,,,,,,,,,,,,,,,,,,,
發興車業有限公司,852台灣高雄市茄萣區中正路三段50號,07 690 7016,,,,,,,,,,,,,,,,,,,,,,,
統力電池,920台灣屏東縣潮州鎮,08 788 4061,,,,,,,,,,,,,,,,,,,,,,,
統耀車業,82947台灣高雄市湖內區中正路一段445號,07 699 4368,,,,,,,,,,,,,,,,,,,,,,,
翔大汽車保養廠,833台灣高雄市鳥松區大同路8-7號,07 735 1349,,,,,,,,,,,,,,,,,,,,,,,
順吉汽車保養廠,900台灣屏東縣屏東市大連路101號,08 736 1127,,,,,,,,,,,,,,,,,,,,,,,
順建企業社,950台灣台東縣台東市中興路四段336號,08 938 0589,,,,,,,,,,,,,,,,,,,,,,,
順益汽車台東營業所,950台灣台東縣台東市大業路128號,08 934 1171,,,,,,,,,,,,,,,,,,,,,,,
順益汽車東港營業所,928台灣屏東縣東港鎮大潭路120-2號,08 832 0996,,,,,,,,,,,,,,,,,,,,,,,
順益汽車潮州營業所,920台灣屏東縣潮州鎮潮州路41號920,08 780 1222,,,,,,,,,,,,,,,,,,,,,,,
順鑫企業社,950台灣台東縣台東市志航路一段,08 923 8730,,,,,,,,,,,,,,,,,,,,,,,
幹國汽車保養廠,912台灣屏東縣內埔鄉展興路41號,08 769 1615,,,,,,,,,,,,,,,,,,,,,,,
新協發輪胎行,828台灣高雄市永安區保安路,07 691 3622,,,,,,,,,,,,,,,,,,,,,,,
萬泰汽車保養修理廠,931台灣屏東縣佳冬鄉文化二路68號,08 866 5941,,,,,,,,,,,,,,,,,,,,,,,
聖豐車業,"920台灣屏東縣潮州鎮Daren Rd, 37號 3 號",0925 185 029,,,,,,,,,,,,,,,,,,,,,,,
裕隆日產汽車,950台灣台東縣台東市正氣北路606號,08 921 9008,,,,,,,,,,,,,,,,,,,,,,,
路路安汽修連鎖-內埔世興店,912台灣屏東縣內埔鄉學人路368號,08 779 1813,,,,,,,,,,,,,,,,,,,,,,,
路路安汽修連鎖-佳冬聯勝店,"號, No. 1286大豐路佳冬鄉屏東縣台灣 931",08 866 2552,,,,,,,,,,,,,,,,,,,,,,,
路路安汽修連鎖仁武全通店,81465台灣高雄市仁武區鳳仁路158號,07 374 7571,,,,,,,,,,,,,,,,,,,,,,,
鼎御興業有限公司(統力GS電池/屏東總代理),920台灣屏東縣潮州鎮介壽路68號,08 788 3798,,,,,,,,,,,,,,,,,,,,,,,
鼎鉅汽車,973台灣花蓮縣吉安鄉仁里八街51號,0930 348 568,,,,,,,,,,,,,,,,,,,,,,,
賓族汽車有限公司,90943台灣屏東縣麟洛鄉成功路209號,08 723 6318,,,,,,,,,,,,,,,,,,,,,,,
銓運汽車-24小時道路救援 / 汽車中古零件買賣 / 收購報廢事故車 / 協助車禍現場處理,950台灣台東縣台東市正氣北路617號,08 923 0520,,,,,,,,,,,,,,,,,,,,,,,
鳳陽汽車股份有限公司,830台灣鳳山區中山西路238號,07 710 2310,,,,,,,,,,,,,,,,,,,,,,,
億霖汽車電機行,820台灣岡山區健鷹南路80號,07 625 0098,,,,,,,,,,,,,,,,,,,,,,,
德安車業,"號, No. 362西環路萬丹鄉屏東縣台灣 913",08 776 0121,,,,,,,,,,,,,,,,,,,,,,,
歐盛專業汽車美容,927台灣屏東縣林邊鄉中興路132號,0986 768 198,,,,,,,,,,,,,,,,,,,,,,,
震益汽車保養場,822台灣高雄市阿蓮區,07 631 5287,,,,,,,,,,,,,,,,,,,,,,,
震撼車業,815台灣高雄市大社區中山路667之2號,07 351 6220,,,,,,,,,,,,,,,,,,,,,,,
樺陽車業行,950台灣台東縣台東市新生路75號,08 934 1771,,,,,,,,,,,,,,,,,,,,,,,
聯夏輪胎行,920台灣屏東縣潮州鎮介壽路165號,08 788 1083,,,,,,,,,,,,,,,,,,,,,,,
雙龍汽車,950台灣台東縣台東市大德路22號,08 931 0855,,,,,,,,,,,,,,,,,,,,,,,
轟騰車業,920台灣屏東縣潮州鎮興隆路114號,0976 552 153,,,,,,,,,,,,,,,,,,,,,,,
鑫煒企業(汽車維修),900台灣屏東縣屏東市建豐路195巷13號之1,08 722 1385,,,,,,,,,,,,,,,,,,,,,,,
Bavaria chiptuning 巴伐利亞 汽車動力晶片,81566台灣高雄市大社區大德街1-1號,07 353 9133,,,,,,,,,,,,,,,,,,,,,,,
CarOK順心優質車商聯盟(三禾汽車),928台灣屏東縣東港鎮船頭路25之305號,0933 381 111,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 暉祥汽車,920台灣屏東縣潮州鎮延平路279號,08 788 6942,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 誠品汽車,820台灣高雄市岡山區中山北路169號,07 621 9996,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-順興店,820台灣高雄市岡山區岡山路20號,07 621 3337,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,828台灣高雄市永安區維新路141號,07 691 2947,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,913台灣屏東縣萬丹鄉中興路一段587號,08 776 0068,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,920台灣屏東縣潮州鎮彭城路56號,08 780 3839,,,,,,,,,,,,,,,,,,,,,,,
